Structure,Y
COc1ccc(COc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)cc1,0.126
Cc1nc2ccc(nn2c1c3cnc(N)c(c3)C(F)(F)F)c4ccc(OCC5(COC5)NC(=O)C6CC6)cc4,0.126
CC(C)n1nc(C)nc1c2cn3CCOc4cc(C)c(cc4c3n2)C(C)N5CCN(CC5)C6COC6,0.126126
Cc1nc(N)nc2N([C@@H]3CC[C@H](O)CC3)C(=O)C(=Cc12)Br,0.13
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CC(F)(F)F)C2=O,0.13
Nc1ncc(cc1S(=O)(=O)N2CCOCC2)c3cnc4[nH]cc(c5cccc(c5)C#N)c4c3,0.13
Cc1nc2ccc(nn2c1c3cnc(N)c(c3)C(F)(F)F)c4ccc(OCC5(N)COC5)cc4,0.131
Cc1coc2ccc(\C=C\3/SC(=O)NC3=O)cc12,0.135
CCOc1ccc(cc1OC)c2nn(C3CCCC3)c4ncnc(N)c24,0.135
CC(C)n1nc(c2ccc(Cl)c(O)c2)c3c(N)ncnc13,0.135
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccn(n4)S(=O)(=O)c5cccc(c5)C#N)n3n2,0.136
CCOc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(nc4)N5CCOCC5)n3n2,0.138
Cl.Cl.Nc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.14
Oc1cccc(c1)c2cc(NCCc3ccncc3)nc(n2)N4CCOCC4,0.14
Oc1cccc(c1)c2nc(cc(n2)c3ccncc3)N4CCOCC4,0.14
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc(Br)c(O)c4,0.142
Cc1nc(N)nc2N(CC(C)(C)O)C(=O)C(=Cc12)c3cnc4[nH]ccc4c3,0.1425
CC(C)n1nc(c2cc(F)c3cn[nH]c3c2)c4c(N)ncnc14,0.144
Cc1nc2c(nc(cn2c1C3CCNCC3)c4cccc5[nH]ncc45)N6CCOCC6,0.144
Cc1cnc2c(nc(cn12)c3ccc(NC(=O)Nc4cccc(c4)C(=O)O)cc3)N5CCOCC5,0.144
CC(C)n1nc(c2ccc3[nH]ncc3c2)c4c(N)ncnc14,0.145
CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56)CC1,0.145
CC(C)N1CCCC(C1)n2c(C)ncc2c3ccc4c(OCCn5cc(nc45)c6nc(C)nn6C(C)C)c3,0.145173
COc1ccc(cc1)S(=O)(=O)N(C)c2nccc(n2)c3ccc4nc(NC(=O)C)cn4c3,0.146
CC(C)n1ncnc1c2cn3CCOc4ccc(cc4c3n2)S(=O)C5CCN(CC5)C(C)(C)C,0.149
CNc1ncc(cc1NC(C)C)c2ccc3nc(NC(=O)C)sc3c2,0.1491
Cc1nc(N)nc2N([C@@H]3CC[C@H](O)C3)C(=O)C(=Cc12)Br,0.15
CC(C)COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,0.15
C=CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,0.15
COc1ncc2cc1NS(=O)(=O)c3cc(C(=O)NCc4cncc(c4)c5ccnc6ccc2nc56)c(F)cc3F,0.15
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(O[C@H]4CCOC4)c3,0.1501
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCCc4ccccc4)n3,0.1508
COc1ccc(cc1)S(=O)(=O)c2cccc(n2)c3cc(F)c4nc(NC(=O)C)sc4c3,0.1514
COc1ccc(cc1OC)S(=O)(=O)Nc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.1528
CS(=O)(=O)Nc1cc(cnc1Cl)c2ccc3nc(N)c(c4ccncc4)n3n2,0.154
COc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.1551
CCOc1ccc(cn1)c2ccc3nc(NC(=O)C)sc3c2,0.1562
CNC(=O)Nc1ccc(cc1)c2cn3cc(CN4CCN(CC4)S(=O)(=O)C)nc3c(n2)N5CCOCC5,0.158
CCOC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccc(O)c4,0.158
C1CN(CCO1)c2nc(nc3c2oc4ncccc34)c5ccccc5,0.16
CN(c1cccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccccc4F,0.1607
COc1ccc(cc1O)c2nn(C(C)C)c3ncnc(N)c23,0.164
COCCOCOc1cc(cnc1Cl)c2ccc3nc(NC(=O)C)sc3c2,0.1643
COCCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccnc4,0.166
COc1cccc(c1)C2=Cc3c(C)nc(N)nc3N(C4CCCC4)C2=O,0.168
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(OC4CCOC4)c3,0.1687
CC(C)N1CCN(CC1)[C@H](C)c2cc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)cc2F,0.16872
CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5ccc(N)nc5)CC1,0.169
CN1C(=O)COc2ccc(\C=C\3/SC(=O)NC3=O)cc12,0.17
Cl.Cl.C(CN1CCCCC1)Oc2cccc(c2)c3nc(N4CCOCC4)c5oc6ncccc6c5n3,0.17
CN(N=C(C)c1c(C)nc2ccc(Br)cn12)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-],0.17
Cc1nc(N)nc2N(C3CCCC3)C(=O)C(=Cc12)c4cccc(Cl)n4,0.17
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)C(=O)N5CCN(CC5)C(C)(C)CO,0.172278
CC(C)n1ncnc1c2cn3CCOc4cc(c(C)cc4c3n2)c5ccnn5C6CCN(C)CC6,0.173
CC(C)n1nc(c2cc(O)cc(F)c2)c3c(N)ncnc13,0.175
COc1cc(ccc1OCCCNC(=O)OC(C)C)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.175
Nc1ncnc2c1c(nn2C3CCC3)c4ccc(Cl)c(O)c4,0.176
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4cccs4,0.1766
Oc1cccc(c1)c2cc(nc(NCCc3ccccn3)n2)N4CCOCC4,0.18
CC(C)n1nc(C)nc1c2cn3CCOc4cnc(cc4c3n2)[C@H](C)N5CCN(CC5)C(C)(C)CO,0.18039
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccccc4,0.1809
COc1ccc(cc1OC)c2ccc3nc(C)c(c4cnccn4)n3n2,0.181
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4cccc(C)c4)n3,0.1814
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)[C@@H](C)N5CCN(CC(C)(C)O)CC5,0.18165
O=C(N1CCNCC1)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56,0.182
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccsc4,0.1849
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4cc(C)cc(C)c4)n3,0.1858
CC(=O)Nc1nc2ccc(cc2s1)c3cncc(Cl)n3,0.1859
CC(C)n1nc(C)nc1c2cn3CCOc4cc(ccc4c3n2)c5ccnn5C6CCCN(Cc7ccccc7)C6,0.185954
CC(C)n1nc(c2ccc(F)c(O)c2)c3c(N)ncnc13,0.187
Cc1nc(N)nc2N(CC(F)(F)F)C(=O)C(=Cc12)c3cn[nH]c3,0.188
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)C(=O)N5CCN(CC5)C(C)(C)C,0.190827
Nc1ncc(cn1)c2cn3ccnc3c(n2)N4CCOCC4,0.191
CN(C)c1cc(cnc1Cl)c2ccc3nc(N)sc3c2,0.1912
COc1cccc(Sc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)c1,0.1918
COc1ccc(cc1O)c2nn(C3CCC(C)C3)c4ncnc(N)c24,0.192
CC(C)n1nc(c2ccc3c(N)n[nH]c3c2)c4c(N)ncnc14,0.193
CC(C)n1nc(C)nc1c2cn3CCOc4ccc(cc4c3n2)C(O)C5CCN(C)CC5,0.19332
CS(=O)(=O)N1CCN(Cc2cn3c(C#N)c(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56)CC1,0.194
Cc1ccc(cc1)S(=O)(=O)Nc2oc(nn2)c3ccc4nc(N)sc4c3,0.1965
Oc1cccc(c1)c2cn3ccnc3c(n2)N4CCOCC4,0.197
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCCN4CCOCC4)n3,0.1994
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(Sc4cccc(F)c4)n3,0.1994
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(C4CCNC4)C2=O,0.2
CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)c3nc(O[C@H]4CCOC4)nc(n3)N5CCOCC5)cc1,0.2
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCN(C)CC6)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.2
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCOCC6)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.2
COc1cc(F)c2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N(C)CCN(C)C)cc4C3=O)c2c1)c6c(C)nn(C)c6C,0.2
CNC(=O)Nc1ccc2O\C(=C/c3c([nH]c4ccc(OC)cc34)c5c(C)n[nH]c5C)\C(=O)c2c1,0.2
COc1ccc2c(c1)c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCN(C)CC6)cc4C3=O)c(C)n2CCO,0.2
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(Nc4nc(Nc5ccc(cc5)C(=O)N)c6cnn(C)c6n4)cc3)cc2,0.2
Oc1cccc(c1)c2nc(cc(n2)c3ccc(Cl)c(Cl)c3)N4CCOCC4,0.2
CC1(C)CN(CCO1)c2nc(nc3c2nc4n3CCOC4(C)C)c5cnc(N)nc5,0.201
CC(C)n1nc(c2ccc3nccnc3c2)c4c(N)ncnc14,0.206
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccc(F)nc4)n3n2,0.206
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)c5ccnn5[C@H]6CCCN(C6)C7COC7,0.207
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5[nH]ncc5c4,0.209
CS(=O)(=O)N1CCN(Cc2cn3cc(nc(N4CCOCC4)c3n2)c5cnc(N)c(c5)C(F)(F)F)CC1,0.21
CC(=O)Nc1ccc(cn1)c2cn3cc(CN4CCN(CC4)S(=O)(=O)C)nc3c(n2)N5CCOCC5,0.21
CC(=O)Nc1cn2cc(ccc2n1)c3cncc(NCCC(C)(C)C)c3,0.211
COCCOCOc1cc(cnc1C(F)(F)F)c2ccc3nc(NC(=O)C)sc3c2,0.2114
CC(=O)Nc1cn2cc(ccc2n1)c3cncc(N)c3,0.214
CC(C)n1nc(C)nc1c2cn3CCOc4cnc(cc4c3n2)[C@H](C)N5CCN(CC5)C(C)(C)C,0.21696
CC(C)n1nc(C)nc1c2cn3CCOc4cnc(cc4c3n2)[C@@H](C)N5CCN(CC5)C(C)(C)CO,0.218816
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccc(C)cc4)n3,0.2197
COc1ccc(cc1OC)c2ccc3nc(C)c(c4cc[nH]n4)n3n2,0.22
CC(=O)Nc1nc2ccc(cc2s1)c3cccc(n3)S(=O)(=O)c4ccccc4,0.2212
COc1ccc(cc1)S(=O)(=O)Nc2cc(cnc2Cl)c3ccc4nc(SC)sc4c3,0.2225
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc(Cl)c(O)c4,0.225
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCc4ccccc4)n3,0.2263
CC(C)Nc1cc(cnc1Cl)c2ccc3nc(NC(=O)C[C@@H]4CCCO4)sc3c2,0.2297
Cc1nc(N)nc2N(C3CCOC3)C(=O)C(=Cc12)Br,0.23
COCC(=O)Nc1nc(C)c(s1)c2cnc(Cl)c(NS(=O)(=O)c3ccccc3)c2,0.23
Oc1cccc(c1)c2cc(nc(NCCc3ccncc3)n2)N4CCOCC4,0.23
O=C1NC(=NC#N)S/C/1=C\c2ccc3OCOc3c2,0.231
COc1ccc(cc1OC)C(=O)NCCOc2ccc(cc2OC)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.233
Cc1cn2cc(nc(N3CCOCC3)c2n1)c4cncc(O)c4,0.235
CC(C)Oc1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2,0.2398
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(C#N)c(N)c3,0.2413
COc1cc(ccc1OCCNC(=O)Nc2cc(OC)c(OC)c(OC)c2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.242
CC(=O)Nc1ncc(cn1)c2nc(N3CCOCC3)c4nc5n(CCOC5(C)C)c4n2,0.242
CC(C)n1ncnc1c2cn3CCOc4cc(ccc4c3n2)c5ccccc5S(=O)(=O)N,0.2422
Cc1nc(N)nc(n1)n2c(Nc3ccc(cc3)C(=O)Nc4ccncc4)nc5ccccc25,0.242973
Nc1ncnc2c1c(nn2C3CCCCCC3)c4ccc(F)c(O)c4,0.244
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cccc(OC)c4,0.244
COc1cc(ccc1OCCCNC(=O)C(F)(F)F)c2ccc3nc(C)c(c4cnc(N)c(c4)C(F)(F)F)n3n2,0.244
CC(C)n1nc(c2ccc3nc(N)ccc3c2)c4c(N)ncnc14,0.245
COc1ccc(C(=O)NCCOc2ccc(cc2OC)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3)c(OC)c1OC,0.245
CCOC(=O)N1CCC(CC1)NC(=O)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56,0.245
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)[C@H](C)N5CCN(CC5)C(C)(C)C,0.24684
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)C(C)N5CCN(CC5)C(C)(C)C,0.24961
O=C1NC(=O)\C(=C\c2ccc3OCOc3c2)\S1,0.25
Oc1cccc(c1)c2cc(NCCc3ccccn3)nc(n2)N4CCOCC4,0.25
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCC(C6)N(C)C)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.25
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(NC(=O)CCN(C)C)cc5)cc4C3=O)c2c1)c6c(C)nn(C)c6C,0.25
Oc1cccc(c1)c2cc(nc(NCCc3cccnc3)n2)N4CCOCC4,0.25
CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(F)c3,0.2505
Cc1cn2c(I)c(nc(N3CCOCC3)c2n1)c4cccnc4,0.253
CNC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccccc4)n3,0.2538
CS(=O)(=O)N1CCN(CC1)C(=O)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56,0.254
COc1cc(Cl)ncc1c2ccc3nc(NC(=O)C)sc3c2,0.2558
CC(=O)Nc1nc2ccc(cc2s1)c3cccc(n3)S(=O)(=O)c4ccc(F)cc4,0.2577
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCCc4cccnc4)n3,0.2584
COc1cc(ccc1O)c2nn(C(C)C)c3ncnc(N)c23,0.26
Oc1cccc(c1)c2cc(NCCc3cccnc3)nc(n2)N4CCOCC4,0.26
Oc1cccc(c1)c2nc(cc(n2)c3cccnc3)N4CCOCC4,0.26
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)[C@@H](C)N5CCN(CC5)C(C)(C)CO,0.262675
CC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCCCn4ccnn4)n3,0.2655
Nc1ncnc2c1c(nn2C3CCCC3)c4cc(O)cc(F)c4,0.266
Cc1cn2c(Cl)c(nc(N3CCOCC3)c2n1)c4cccc5[nH]ncc45,0.266
CC1(COc2cc(ccc2NC(=O)CN3CCOCC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6)CCC1,0.27
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cccnc4OC,0.275
CNc1ncc(cc1N)c2ccc3nc(NC(=O)C)sc3c2,0.275
CCn1nc(c2ccc(OC)c(O)c2)c3c(N)ncnc13,0.276
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccnc(n4)n5ccnc5)n3n2,0.276
CCC(=O)Nc1nc2ccc(cc2s1)c3ccnc(OCc4ccccc4)n3,0.2769
CC(C)CC1(CN(C1)C(C)C)Oc2ccc3c(OCCn4cc(nc34)c5nc(C)nn5C(C)C)c2,0.278307
Cc1nc2ccc(Cl)cn2c1c3ccn(n3)S(=O)(=O)c4cccc(c4)[N+](=O)[O-],0.28
CC(C)n1nc(c2ccc(C)c(O)c2)c3c(N)ncnc13,0.28
CC(=O)Nc1nc(C)c(s1)c2cnc(Cl)c(NCc3ccccc3)c2,0.28
CCN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(OC)cc4,0.2832
CC(C)Nc1cc(cnc1OCCCN(C)C)c2ccc3nc(NC(=O)C)sc3c2,0.2839
COc1ccccc1S(=O)(=O)c2cccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.2854
CC(=O)Nc1nc2ccc(cc2s1)c3cccc4[nH]ncc34,0.2882
COc1ccc(cc1OC)c2nn(C3CCCC3)c4ncnc(N)c24,0.289
O=C(CN1CCOCC1)Nc2ccc(cc2OCC3CCC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6,0.29
CC(C)Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,0.29
Nc1ncnc2c1c(nn2[C@@H]3CCOC3)c4ccc(Cl)c(O)c4,0.293
COc1cc(ccc1OCCNC(=O)c2cc(OC)c(OC)c(OC)c2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.294
COC(=O)NC1(COc2ccc(cc2)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3)COC1,0.295
CN(C)CCCNC(=O)c1cn2cc(nc(N3CCOCC3)c2n1)c4cccnc4,0.295
CC(C)n1nc(c2cc(F)c(O)cc2F)c3c(N)ncnc13,0.296
COc1ccc(cc1OC)c2ccc3nc(C)c(c4ccnc(NCC5CC5)n4)n3n2,0.296
CNc1nc(C)c2C=C(C(=O)N(CCN)c2n1)c3ccc(OC)nc3,0.3
CC(C)N1C(=O)C(=Cc2c(C)nc(N)nc12)c3cnc(O)nc3,0.3
COc1ccc2[nH]c(C3CCCCC3)c(\C=C\4/Oc5ccc(NC(=O)Nc6ccc(cc6)C(=O)N7CCN(C)CC7)cc5C4=O)c2c1,0.3
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N(C)CCN(C)C)cc4C3=O)c2c1)c6c(C)nn(C)c6C,0.3
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N(C)C6CCN(C)C6)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.3
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N(C)CCN6CCCC6)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.3
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCC(CC6)N(C)C)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.3
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCN(C)C(C)C6)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.3
COc1ccc2[nH]c(C3CCCCC3)c(\C=C\4/Oc5ccc(NC(=O)Nc6ccc(cc6)C(=O)N(C)CCN(C)C)cc5C4=O)c2c1,0.3
COc1ccc2c(c1)c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCN(C)CC6)cc4C3=O)c(C)n2C,0.3
COc1cc(F)c2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)NCCN(C)C)cc4C3=O)c2c1)c6c(C)nn(C)c6C,0.3
CCn1c(C)c(\C=C\2/Oc3ccc(NC(=O)Nc4ccc(cc4)C(=O)NCCNC)cc3C2=O)c5cc(OC)ccc15,0.3
CNCCNC(=O)c1ccc(NC(=O)Nc2ccc3O\C(=C/c4c([nH]c5ccc(OC)cc45)C6CCCCC6)\C(=O)c3c2)cc1,0.3
CNCCNC(=O)c1ccc(NC(=O)Nc2ccc3O\C(=C/c4c(C)n(C)c5ccc(OC)cc45)\C(=O)c3c2)cc1,0.3
CCn1c(C)c(\C=C\2/Oc3ccc(NC(=O)Nc4ccc(NC(=O)CCN(C)C)cc4)cc3C2=O)c5cc(OC)ccc15,0.3
CCn1c(C)c(\C=C\2/Oc3ccc(NC(=O)Nc4ccc(cc4)C(=O)N5CCN(C)CC5)cc3C2=O)c6cc(OC)ccc16,0.3
CN(C)C1CCN(C1)C(=O)c2ccc(NC(=O)Nc3ccc(Nc4nc(Nc5ccc(cc5)C(=O)N)c6cnn(C)c6n4)cc3)cc2,0.3
CC1(COc2cc(ccc2NC(=O)CN3CCOCC3)c4cccc5C(=O)C=C(Oc45)N6CCOCC6)COC1,0.3
CC(=O)Nc1nc2ccc(cc2s1)c3cccc(n3)S(=O)(=O)c4cccc(F)c4,0.3004
CC(=O)Nc1cccc(c1)c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.301
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccccc4F,0.3015
O=C1NC(=O)\C(=C\c2ccc3OCCOc3c2)\S1,0.31
COc1ccc(CN2C(=O)C(=Cc3c(C)nc(N)nc23)c4ccccc4)cc1,0.31
CCNc1nc(C)c2C=C(CCC(=O)Nc3ncc[nH]3)C(=O)N(C4CCCC4)c2n1,0.31
CN(C)CC(=O)Nc1nc2ccc(cc2s1)c3cnc(Cl)c(c3)N(C)C,0.3108
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.3193
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(F)cc4,0.3235
CCn1c(C)c(\C=C\2/Oc3ccc(NC(=O)Nc4ccc(cc4)C(=O)N(C)CCN(C)C)cc3C2=O)c5cc(OC)ccc15,0.33
COc1cc(F)c2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCC(C6)N(C)C)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.33
CC(=O)Nc1ccc(Sc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3)cc1,0.3331
Cc1ccc(cc1)S(=O)(=O)Nc2oc(nn2)c3ccc4nc(NC(=O)OC(C)(C)C)sc4c3,0.3362
CC(C)NC(=O)Nc1ccc(cc1)c2nc(N3CCOCC3)c4nc5n(CCOC5(C)C)c4n2,0.337
Cl.CCOC(=O)c1ccc2ncc(C=NN(C)S(=O)(=O)c3cc(ccc3C)[N+](=O)[O-])n2c1,0.34
COc1ccc(cn1)C2=Cc3c(C)nc(N)nc3N(CCN)C2=O,0.34
Oc1cccc(c1)c2cn3cc(nc3c(n2)N4CCOCC4)C5CC5,0.34
Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5OC=CC(=O)c5c4,0.344
CC1CCC(C1)n2nc(c3ccc(F)c(O)c3)c4c(N)ncnc24,0.347
COc1cc(F)c2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCC(CC6)N(C)C)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.35
COc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,0.35
CN(c1nccc(n1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc5ncccc5c4,0.3541
O=C(N1CCCC1)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccc6[nH]ncc56,0.355
CC(C)n1nc(c2ccc(C#N)c(O)c2)c3c(N)ncnc13,0.357
c1ccc2c(n[nH]c2c1)C#Cc3ccncc3,0.36
COc1cc(ccc1OCCNC(=O)c2ccc(cc2)N3CCOCC3)c4ccc5nc(C)c(c6cnc(N)c(c6)C(F)(F)F)n5n4,0.367
COc1cccc(c1)C(=O)NCCOc2ccc(cc2OC)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3,0.368
O=C1NC(=O)\C(=C\c2ccc3nonc3c2)\S1,0.37
COc1cccc(NC(=O)NCCOc2ccc(cc2OC)c3ccc4nc(C)c(c5cnc(N)c(c5)C(F)(F)F)n4n3)c1,0.371
CC(C)n1nc(C)nc1c2cn3CCOc4cc(F)c(cc4c3n2)[C@@H](C)N5CCN(CC5)C(C)(C)C,0.372
CN(c1cncc(c1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(F)cc4,0.3754
CC(C)c1ccccc1Sc2nccc(n2)c3ccc4nc(NC(=O)C)sc4c3,0.376
CN(c1cncc(c1)c2ccc3nc(NC(=O)C)sc3c2)S(=O)(=O)c4ccc(F)c(F)c4,0.3769
CC1(C)OCCn2c1nc3c(nc(nc23)c4cn[nH]c4)N5CCOCC5,0.382
Nc1ncnc2c1c(nn2CCCCC#N)c3ccc(F)c(O)c3,0.394
CC1(C)OCCn2c1nc3c(nc(nc23)c4cnc(N)nc4)N5C[C@@H]6C[C@H]5CO6,0.394
CSc1cccc(c1)c2ccc3nc(NC(=O)C)cn3n2,0.395
O=C(NCCN1CCOCC1)c2cn3cc(nc(N4CCOCC4)c3n2)c5cccnc5,0.398
Oc1ccccc1c2nc(N3CCOCC3)c4oc5ncccc5c4n2,0.4
CC(=NNS(=O)(=O)c1cc(ccc1C)[N+](=O)[O-])c2c(C)nc3ccc(Br)cn23,0.4
CNc1nc(C)c2C=C(C(=O)N(C3CCCC3)c2n1)c4cnc(N)c(OC[C@H](C)N)n4,0.4
COc1nc(nc(n1)c2ccc(NC(=O)Nc3ccc(cc3)C(=O)N(C)CCN(C)C)cc2)N4CCOCC4,0.4
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,0.4
CCN1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc4O\C(=C/c5c([nH]c6ccc(OC)cc56)c7c(C)nn(C)c7C)\C(=O)c4c3)cc2,0.4
COc1ccc2[nH]c(c(\C=C\3/Oc4ccc(NC(=O)Nc5ccc(cc5)C(=O)N6CCN(CC6)C(C)C)cc4C3=O)c2c1)c7c(C)nn(C)c7C,0.4
